lat,lng,ALCALDIA,us_dscr
19.3955116728,-99.1760526446,Benito Juárez,Habitacional con Comercio
19.3652538089,-99.1415636194,Benito Juárez,Habitacional
19.3575048049,-99.1408827319,Benito Juárez,Habitacional
19.3958090925,-99.1766902578,Benito Juárez,Habitacional
19.3826110537,-99.1893642145,Benito Juárez,Habitacional
19.3890293387,-99.1506041638,Benito Juárez,Habitacional
19.3895627795,-99.1369308643,Benito Juárez,Habitacional
19.3608441962,-99.1462429872,Benito Juárez,Habitacional
19.2460144199,-99.0874339803,Xochimilco,Habitacional Rural
19.2448860313,-99.093687208,Xochimilco,Centro de Barrio
19.3737084829,-99.2842199293,Cuajimalpa,Habitacional con Comercio
19.3867313758,-99.1343314297,Benito Juárez,Habitacional
19.2805294188,-99.1162773538,Xochimilco,Habitacional
19.3063654476,-99.3345054025,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3735054378,-99.1442660017,Benito Juárez,CENTRO DE BARRIO
19.3800886859,-99.1352442567,Benito Juárez,Habitacional
19.3642428419,-99.1834068399,Benito Juárez,Habitacional
19.3731381365,-99.2874184917,Cuajimalpa,Habitacional con Comercio
19.2368925858,-99.1434277375,Xochimilco,Habitacional Rural
19.3673994231,-99.1500795565,Benito Juárez,Habitacional
19.3633372953,-99.2927167913,Cuajimalpa,Habitacional con Comercio
19.3877367967,-99.1449555463,Benito Juárez,Habitacional
19.2789684324,-99.1342469457,Xochimilco,Habitacional
19.3741842602,-99.152910255,Benito Juárez,Habitacional
19.262968872,-99.1326232815,Xochimilco,Habitacional
19.3592256491,-99.2952877422,Cuajimalpa,Habitacional con Comercio
19.2510160703,-99.0130385452,Xochimilco,Habitacional con Comercio en Planta Baja
19.2544425236,-99.0602499564,Xochimilco,Habitacional Mixto
19.3750149891,-99.2842515462,Cuajimalpa,Habitacional con Comercio
19.3838529015,-99.1591626018,Benito Juárez,Habitacional
19.3838481041,-99.2555926255,Cuajimalpa,Habitacional
19.2820914717,-99.1082985772,Xochimilco,Habitacional
19.3842774183,-99.1432865406,Benito Juárez,Habitacional
19.3486975233,-99.304210573,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3802777792,-99.1604114329,Benito Juárez,Habitacional
19.2446930116,-99.013428478,Xochimilco,Habitacional con Comercio en Planta Baja
19.2278570093,-99.1170168817,Xochimilco,Habitacional Rural de Baja Densidad
19.386288024,-99.1536016396,Benito Juárez,Habitacional
19.3539747946,-99.2901058401,Cuajimalpa,Habitacional
19.264944387,-99.1015295363,Xochimilco,Habitacional con Comercio en Planta Baja
19.2601561613,-99.107244684,Xochimilco,Habitacional con Comercio en Planta Baja
19.3515807902,-99.322419187,Cuajimalpa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.3655884,-99.175710856,Benito Juárez,Habitacional
19.3666445078,-99.1515242851,Benito Juárez,Habitacional
19.3586978267,-99.1620237524,Benito Juárez,Habitacional
19.2365986125,-99.111844166,Xochimilco,Habitacional Rural de Baja Densidad
19.3934152631,-99.1568381865,Benito Juárez,Habitacional
19.2268708475,-99.1042342483,Xochimilco,Habitacional Rural
19.3715564405,-99.1741163048,Benito Juárez,Habitacional
19.2863907689,-99.1192436977,Xochimilco,Habitacional con Comercio en Planta Baja
19.2839780081,-99.1223379812,Xochimilco,Habitacional con Comercio en Planta Baja
19.3976226597,-99.1703425531,Benito Juárez,Habitacional
19.372289808,-99.1893149613,Benito Juárez,Habitacional
19.36997513,-99.2919820052,Cuajimalpa,Habitacional con Comercio
19.3511528686,-99.2741560378,Cuajimalpa,Habitacional
19.3890273803,-99.1408094933,Benito Juárez,Habitacional
19.3773145376,-99.1883124382,Benito Juárez,Habitacional
19.3992530131,-99.1677375224,Benito Juárez,Habitacional
19.2681185717,-99.0993343784,Xochimilco,ProducciÃ?Â³n Rural Agroindustrial
19.34701375,-99.3175653871,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3563096811,-99.318835844,Cuajimalpa,Habitacional Rural de Baja Densidad
19.2717548406,-99.1178641176,Xochimilco,Habitacional con Comercio en Planta Baja
19.3749958409,-99.2888275661,Cuajimalpa,Habitacional con Comercio
19.3790283171,-99.160805719,Benito Juárez,Habitacional
19.2571759504,-99.0673303429,Xochimilco,Habitacional con Comercio en Planta Baja
19.3480201866,-99.2695485535,Cuajimalpa,Rescate EcolÃ?Â³gico
19.2476567555,-99.0228809952,Xochimilco,Habitacional Rural de Baja Densidad
19.3665286456,-99.1810516568,Benito Juárez,Habitacional
19.3103993233,-99.3359672519,Cuajimalpa,Rescate EcolÃ?Â³gico
19.345861887,-99.3185308937,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3538512514,-99.317984418,Cuajimalpa,Habitacional Rural de Baja Densidad
19.2457020574,-99.0172065512,Xochimilco,Habitacional con Comercio en Planta Baja
19.3683868566,-99.1390251237,Benito Juárez,Habitacional
19.2528947328,-99.0368109396,Xochimilco,Habitacional con Comercio en Planta Baja
19.3346303479,-99.3104976495,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3799302001,-99.1648702138,Benito Juárez,Habitacional
19.3525805192,-99.3188858896,Cuajimalpa,Habitacional Rural
19.3885023538,-99.1816639794,Benito Juárez,Habitacional
19.3344725994,-99.310079987,Cuajimalpa,Rescate EcolÃ?Â³gico
19.2127309646,-99.1058819398,Xochimilco,ProducciÃ?Â³n Rural Agroindustrial
19.3801949858,-99.1825604446,Benito Juárez,Habitacional
19.3967736867,-99.1334569318,Benito Juárez,Habitacional
19.2327311752,-99.1169657066,Xochimilco,Habitacional Rural
19.3750688655,-99.2883370445,Cuajimalpa,Habitacional con Comercio
19.3515575743,-99.268288509,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3888494813,-99.1852320634,Benito Juárez,Habitacional
19.3095647809,-99.3353898513,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3905348705,-99.1851491147,Benito Juárez,Habitacional
19.3723293556,-99.1427793067,Benito Juárez,CENTRO DE BARRIO
19.3661224078,-99.2901939108,Cuajimalpa,Habitacional con Comercio
19.2482282835,-99.1242103327,Xochimilco,Habitacional con Comercio en Planta Baja
19.2633078647,-99.1319507477,Xochimilco,Habitacional
19.375385121,-99.1366924591,Benito Juárez,Habitacional
19.3708729824,-99.2918147444,Cuajimalpa,Habitacional con Comercio
19.2537031958,-99.0612115675,Xochimilco,Habitacional Mixto
19.3507819819,-99.2859818984,Cuajimalpa,Habitacional
19.3628025623,-99.1492479855,Benito Juárez,Habitacional
19.356042514,-99.2933977325,Cuajimalpa,Habitacional con Comercio
19.3791660267,-99.1370355445,Benito Juárez,Habitacional
19.3590663669,-99.1588255102,Benito Juárez,Habitacional
19.3642149379,-99.1497425228,Benito Juárez,Habitacional
19.3766463932,-99.2839812015,Cuajimalpa,Habitacional con Comercio
19.269855678,-99.0992774235,Xochimilco,ProducciÃ?Â³n Rural Agroindustrial
19.3526988107,-99.2968938335,Cuajimalpa,Habitacional con Comercio
19.2674456443,-99.1124578203,Xochimilco,Habitacional
19.3107838112,-99.333764895,Cuajimalpa,Rescate EcolÃ?Â³gico
19.4018283655,-99.1379479833,Benito Juárez,Habitacional
19.4038441953,-99.1522789981,Benito Juárez,Habitacional
19.254261132,-99.064166369,Xochimilco,Habitacional
19.3883636597,-99.177960772,Benito Juárez,Habitacional con Comercio
19.2757900555,-99.1000684343,Xochimilco,ProducciÃ?Â³n Rural Agroindustrial
19.3870481155,-99.1475282818,Benito Juárez,Habitacional
19.2802734395,-99.1135200875,Xochimilco,Habitacional
19.3989636615,-99.1584432561,Benito Juárez,Habitacional
19.2523323605,-99.0242395456,Xochimilco,Habitacional Rural de Baja Densidad
19.3741096944,-99.2890570735,Cuajimalpa,Habitacional con Comercio
19.3868408988,-99.2495764723,Cuajimalpa,Habitacional
19.2170512751,-99.1096856303,Xochimilco,ProducciÃ?Â³n Rural Agroindustrial
19.2284804738,-99.1140210538,Xochimilco,ProducciÃ?Â³n Rural Agroindustrial
19.3093104915,-99.3356203229,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3675641255,-99.2953070026,Cuajimalpa,Habitacional con Comercio
19.3768802005,-99.1823502946,Benito Juárez,Habitacional
19.2687796329,-99.1032518028,Xochimilco,Habitacional
19.363610099,-99.2856263812,Cuajimalpa,Habitacional
19.3849429208,-99.1713995762,Benito Juárez,Habitacional
19.3853504268,-99.2519241555,Cuajimalpa,Habitacional
19.3576982678,-99.3127005307,Cuajimalpa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.248206385,-99.1254819969,Xochimilco,Habitacional con Comercio en Planta Baja
19.3869494669,-99.1658717776,Benito Juárez,Habitacional
19.2526012502,-99.0501518695,Xochimilco,Habitacional con Comercio en Planta Baja
19.3441065042,-99.2853897211,Cuajimalpa,Rescate EcolÃ?Â³gico
19.365256569,-99.2902144287,Cuajimalpa,Espacios Abiertos
19.354561668,-99.2962181087,Cuajimalpa,Habitacional con Comercio
19.3685725835,-99.1572151397,Benito Juárez,Habitacional
19.3857406549,-99.1617206614,Benito Juárez,Habitacional
19.3717986979,-99.2880027007,Cuajimalpa,Habitacional con Comercio
19.3870956719,-99.1785491243,Benito Juárez,Habitacional
19.3819612824,-99.1804943718,Benito Juárez,Habitacional con Comercio
19.3659620886,-99.1828807895,Benito Juárez,Habitacional
19.3977287686,-99.1323648611,Benito Juárez,Habitacional
19.4740384786,-99.1853450096,Azcapotzalco,Habitacional
19.3784916981,-99.1850049532,Benito Juárez,Habitacional
19.5077636018,-99.2023786629,Azcapotzalco,Habitacional
19.4597791422,-99.1691992086,Azcapotzalco,Habitacional
19.372219394,-99.1823631899,Benito Juárez,Habitacional con Comercio (En Planta Baja)
19.3633997091,-99.1645261402,Benito Juárez,Habitacional
19.3719055755,-99.1445196838,Benito Juárez,CENTRO DE BARRIO
19.4912693169,-99.1859176597,Azcapotzalco,Habitacional con Comercio
19.3890107085,-99.1820814626,Benito Juárez,Habitacional
19.3644142851,-99.1897353382,Benito Juárez,Habitacional
19.3652249306,-99.1864750905,Benito Juárez,Habitacional
19.4774534832,-99.2202375275,Azcapotzalco,Habitacional
19.4897098468,-99.1974361474,Azcapotzalco,Habitacional
19.463789671,-99.1842535946,Azcapotzalco,Habitacional
19.3968124857,-99.14782674,Benito Juárez,Habitacional
19.4850942508,-99.2119910499,Azcapotzalco,Habitacional
19.3910184319,-99.1335327128,Benito Juárez,Habitacional
19.474624516,-99.1495154472,Azcapotzalco,Habitacional con Comercio
19.3531842488,-99.2951815296,Cuajimalpa,Habitacional con Comercio
19.470985127,-99.1467181171,Azcapotzalco,Habitacional con Comercio
19.4962289752,-99.1968725294,Azcapotzalco,Habitacional
19.4713328861,-99.1487769097,Azcapotzalco,Habitacional con Comercio
19.4779239003,-99.1560155884,Azcapotzalco,Habitacional con Comercio
19.4781009182,-99.1559837147,Azcapotzalco,Habitacional con Comercio
19.4710947259,-99.1515411747,Azcapotzalco,Habitacional con Comercio
19.3765980825,-99.1735376807,Benito Juárez,Habitacional
19.5078534299,-99.2037673876,Azcapotzalco,Habitacional
19.374126572,-99.2885004292,Cuajimalpa,Habitacional con Comercio
19.3951815811,-99.1580753334,Benito Juárez,Habitacional
19.3732633959,-99.2909346548,Cuajimalpa,Habitacional con Comercio
19.5049334962,-99.2085241049,Azcapotzalco,Habitacional
19.4764136732,-99.1773028447,Azcapotzalco,Habitacional
19.4673115688,-99.1663441435,Azcapotzalco,Habitacional
19.3080061494,-99.3362962062,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3469794407,-99.27132684,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3698501195,-99.2880889761,Cuajimalpa,Habitacional con Comercio
19.3552279616,-99.2863309461,Cuajimalpa,Habitacional
19.5064555934,-99.1751946446,Azcapotzalco,Habitacional
19.3713048271,-99.2843680581,Cuajimalpa,Habitacional con Comercio
19.4782391742,-99.2190661837,Azcapotzalco,Habitacional
19.4895258594,-99.197506616,Azcapotzalco,Habitacional
19.5060593018,-99.2059234778,Azcapotzalco,Habitacional
19.4769501845,-99.1560841308,Azcapotzalco,Habitacional con Comercio
19.4760097253,-99.1852184309,Azcapotzalco,Habitacional
19.4799098996,-99.1573871603,Azcapotzalco,Habitacional con Comercio
19.4742277487,-99.1619650244,Azcapotzalco,Centro de Barrio
19.3535261915,-99.2930257449,Cuajimalpa,Habitacional
19.3816432624,-99.1756894672,Benito Juárez,Habitacional
19.4711372713,-99.1501551952,Azcapotzalco,Habitacional con Comercio
19.4973904229,-99.1889006345,Azcapotzalco,Habitacional con Comercio
19.4759774626,-99.1484889516,Azcapotzalco,Habitacional con Comercio
19.4887166098,-99.1619331454,Azcapotzalco,Industria
19.5098519529,-99.2080920921,Azcapotzalco,Habitacional
19.3780488701,-99.1557645295,Benito Juárez,Habitacional
19.3933593225,-99.2655242088,Cuajimalpa,Habitacional con Comercio
19.3962363477,-99.2583287656,Cuajimalpa,Habitacional con Comercio
19.3647500638,-99.1474544139,Benito Juárez,Habitacional
19.4930452066,-99.2150781831,Azcapotzalco,Habitacional
19.4959246178,-99.2078250422,Azcapotzalco,Habitacional
19.4901273346,-99.2004182657,Azcapotzalco,Habitacional
19.5137302337,-99.2040653695,Azcapotzalco,Habitacional
19.3879007746,-99.263339913,Cuajimalpa,Ã?Âreas Verdes de Valor Ambiental
19.3119900743,-99.3345574654,Cuajimalpa,Rescate EcolÃ?Â³gico
19.4858509759,-99.1932628131,Azcapotzalco,Habitacional
19.3843038512,-99.152110727,Benito Juárez,Habitacional
19.3663726604,-99.2954450377,Cuajimalpa,Habitacional con Comercio
19.3804700776,-99.1395077899,Benito Juárez,Habitacional
19.4801887892,-99.2070775045,Azcapotzalco,Habitacional
19.306306352,-99.3339811429,Cuajimalpa,Rescate EcolÃ?Â³gico
19.5143488315,-99.2044915626,Azcapotzalco,Habitacional
19.3858942449,-99.1426078892,Benito Juárez,Habitacional
19.4619385983,-99.1800450468,Azcapotzalco,Habitacional
19.4714510302,-99.1766324243,Azcapotzalco,Habitacional
19.3745688442,-99.153246956,Benito Juárez,Habitacional
19.4627815589,-99.1693316368,Azcapotzalco,Habitacional
19.388878326,-99.1730608091,Benito Juárez,Habitacional
19.3923393921,-99.1447415859,Benito Juárez,Habitacional
19.3592140247,-99.1574895717,Benito Juárez,Habitacional
19.3804711054,-99.1388192056,Benito Juárez,Habitacional
19.3607619668,-99.2862263366,Cuajimalpa,Habitacional con Comercio
19.4874229949,-99.1940139559,Azcapotzalco,Habitacional
19.39974281,-99.1588321772,Benito Juárez,Habitacional
19.3459247417,-99.2855535822,Cuajimalpa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.4606315753,-99.179510371,Azcapotzalco,Habitacional
19.4660740469,-99.1784443604,Azcapotzalco,Habitacional
19.466268903,-99.1833267371,Azcapotzalco,Habitacional
19.389834711,-99.1537370717,Benito Juárez,Habitacional
19.4657760318,-99.1659214954,Azcapotzalco,Habitacional
19.3650257881,-99.2865231464,Cuajimalpa,Habitacional con Comercio
19.3859737065,-99.1495575607,Benito Juárez,Habitacional
19.4805074759,-99.1903133401,Azcapotzalco,Habitacional
19.4768101095,-99.1780873339,Azcapotzalco,Habitacional
19.3822452887,-99.175641533,Benito Juárez,Habitacional
19.5056143321,-99.2030494785,Azcapotzalco,Habitacional
19.5063642038,-99.170328544,Azcapotzalco,Industria
19.3621094543,-99.1847469032,Benito Juárez,Habitacional
19.3709135762,-99.284326072,Cuajimalpa,Habitacional con Comercio
19.5095376936,-99.2078739137,Azcapotzalco,Habitacional
19.3540372823,-99.2982131695,Cuajimalpa,Habitacional con Comercio
19.3671642411,-99.2914771935,Cuajimalpa,Habitacional con Comercio
19.3608388877,-99.3016495591,Cuajimalpa,Habitacional con Comercio
19.4800115388,-99.2152000362,Azcapotzalco,Habitacional
19.3891462535,-99.2650163248,Cuajimalpa,Habitacional con Comercio
19.4175386644,-99.124740683,Venustiano Carranza,Habitacional Mixto
19.4158201598,-99.1218528708,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4156590703,-99.0841642555,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2459672978,-99.1427586147,Tlalpan,Habitacional Rural
19.246159111,-99.1429817531,Tlalpan,Habitacional Rural
19.4449316915,-99.1973624536,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4100213715,-99.0865578352,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4172590946,-99.1093973517,Venustiano Carranza,Sin ZonificaciÃ?Â³n
19.3059828212,-99.2273329873,Tlalpan,Habitacional
19.4179673573,-99.1159803053,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4515674722,-99.1992457296,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4298542248,-99.1173132127,Venustiano Carranza,Equipamiento
19.4401282648,-99.0918910745,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4106667534,-99.0859204642,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4143655042,-99.0947834889,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.409636001,-99.0920405393,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.446230679,-99.1984713087,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4146663346,-99.1067022595,Venustiano Carranza,Habitacional
19.2741364387,-99.2279555152,Tlalpan,Habitacional
19.4486893718,-99.1982293028,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4475184313,-99.1220972287,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4550630221,-99.1938826096,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4505494683,-99.1884735208,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.1892566164,-99.142325016,Tlalpan,ProducciÃ?Â³n Rural Agroindustrial
19.4491651048,-99.0929557709,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2760266463,-99.1706300542,Tlalpan,Centro de Barrio
19.4294109424,-99.0958736154,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4570461946,-99.1958890489,Miguel Hidalgo,Habitacional
19.4571145736,-99.1979759733,Miguel Hidalgo,Habitacional
19.457322489,-99.1981544824,Miguel Hidalgo,Habitacional
19.4319719053,-99.1090702193,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2899391731,-99.1419540178,Tlalpan,Habitacional
19.455348122,-99.196918344,Miguel Hidalgo,Habitacional
19.3068408023,-99.1327171216,Tlalpan,Habitacional
19.4232030949,-99.0727892528,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4554271313,-99.2031994577,Miguel Hidalgo,Habitacional
19.4265658788,-99.0555269352,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4317565356,-99.0612539072,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4257161446,-99.1110139783,Venustiano Carranza,Habitacional
19.4185221326,-99.1097530744,Venustiano Carranza,Habitacional
19.4123582482,-99.1050378879,Venustiano Carranza,Habitacional
19.237136902,-99.1622849069,Tlalpan,Habitacional Rural
19.4504529633,-99.1082320896,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4583775028,-99.2025757722,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4460491176,-99.2185054271,Miguel Hidalgo,Habitacional
19.4458954716,-99.0847985282,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4533653942,-99.2098656964,Miguel Hidalgo,Habitacional
19.2828821909,-99.2196492076,Tlalpan,Habitacional
19.4286847975,-99.1024758557,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.454207687,-99.1138044627,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4574232572,-99.2096977489,Miguel Hidalgo,Habitacional
19.4588180665,-99.2081848501,Miguel Hidalgo,Habitacional
19.4413436235,-99.1073403006,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.3154565246,-99.1226428411,Coyoacán,Sin ZonificaciÃ?Â³n
19.4392928571,-99.0923562093,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4284690581,-99.0709884512,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4387213533,-99.1086177871,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4472005344,-99.0936882193,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4599730794,-99.1961524764,Miguel Hidalgo,Habitacional
19.2817539347,-99.2126520816,Tlalpan,Habitacional
19.2802091484,-99.2200629996,Tlalpan,Habitacional
19.4204651068,-99.1091013325,Venustiano Carranza,Habitacional
19.4212175082,-99.1141662093,Venustiano Carranza,Habitacional
19.2689652579,-99.2237378999,Tlalpan,Habitacional
19.2401452272,-99.2264672597,Tlalpan,PreservaciÃ?Â³n EcolÃ?Â³gica
19.4587860467,-99.206822327,Miguel Hidalgo,Habitacional
19.4187279919,-99.1221991611,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4486657805,-99.1113987389,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4454374351,-99.1042320926,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4448828598,-99.109361543,Venustiano Carranza,Centros de Barrio
19.4425180481,-99.2096508619,Miguel Hidalgo,Habitacional
19.2871257728,-99.1286940574,Tlalpan,Habitacional
19.2868575083,-99.1860394922,Tlalpan,Habitacional con Comercio en Planta Baja
19.4183256156,-99.0888267476,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.424145913,-99.0662954365,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4370270673,-99.2001243629,Miguel Hidalgo,Habitacional
19.4115432614,-99.0961999801,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.1916571299,-99.1451555168,Tlalpan,Habitacional Rural
19.4216198188,-99.0887832238,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4242203523,-99.0728340593,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4179420381,-99.1065305428,Venustiano Carranza,Habitacional
19.455148952,-99.1777675975,Miguel Hidalgo,Habitacional
19.4306315069,-99.0572218749,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2091148156,-99.1826302303,Tlalpan,ProducciÃ?Â³n Rural Agroindustrial
19.4575909777,-99.1770478913,Miguel Hidalgo,Habitacional
19.4145218459,-99.0974616525,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4255402619,-99.1208176543,Venustiano Carranza,Habitacional con Comercio
19.4239058484,-99.1126893088,Venustiano Carranza,Habitacional
19.4578053904,-99.1210610829,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4171958861,-99.1035337077,Venustiano Carranza,Habitacional
19.4444940374,-99.1230342116,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4492266455,-99.1208026075,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2690711193,-99.1767052217,Tlalpan,Habitacional
19.4475657681,-99.1785080432,Miguel Hidalgo,Habitacional
19.4447697197,-99.1742702229,Miguel Hidalgo,Habitacional
19.4399055072,-99.1037273289,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4440854724,-99.1773110097,Miguel Hidalgo,Habitacional
19.2687541245,-99.1523364789,Tlalpan,Habitacional
19.2664101788,-99.1523564922,Tlalpan,Habitacional
19.2709255621,-99.1920223499,Tlalpan,Habitacional
19.4424095514,-99.1719268291,Miguel Hidalgo,Habitacional
19.4259408747,-99.1058040267,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4247394611,-99.0562404917,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.435648414,-99.0943752451,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4148005981,-99.0953381111,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4260410801,-99.0702241116,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2953307056,-99.2286775828,Tlalpan,Habitacional
19.4133574487,-99.0944424379,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2907016219,-99.2227216164,Tlalpan,Espacio Abierto
19.2890746386,-99.2263633885,Tlalpan,Habitacional
19.4172436182,-99.1103555352,Venustiano Carranza,Habitacional
19.2808735138,-99.2219818667,Tlalpan,Habitacional
19.4489160321,-99.1193414842,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4128040381,-99.1165412563,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4420867142,-99.111367436,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4528379657,-99.1738595045,Miguel Hidalgo,Habitacional
19.4457889337,-99.1093756243,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4556093741,-99.1908404297,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.3450487512,-99.2700035008,Cuajimalpa,Rescate EcolÃ?Â³gico
19.4432465318,-99.1027311436,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4483510896,-99.09573114,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4429477566,-99.0937163638,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2656115731,-99.2002473966,Tlalpan,Habitacional Rural
19.266815452,-99.1997365992,Tlalpan,Habitacional Rural
19.2878472011,-99.1621344447,Tlalpan,Habitacional Unifamiliar hasta 500 mÃ?Â²
19.426541675,-99.0994266263,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4510333723,-99.1854653813,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.1941977162,-99.1517583824,Tlalpan,Habitacional Rural
19.4278100244,-99.107209821,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4149358174,-99.0842789553,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2676620359,-99.2363426143,Tlalpan,Habitacional Rural
19.4284086913,-99.0695087793,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4478503105,-99.1861918481,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.2897036335,-99.1816414656,Tlalpan,Habitacional con Comercio en Planta Baja
19.2757997405,-99.1556498585,Tlalpan,Habitacional
19.4212491481,-99.0998546781,Venustiano Carranza,Habitacional
19.2844651565,-99.1293312808,Tlalpan,Habitacional
19.4245238391,-99.0630776974,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4246165072,-99.0552558178,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4215641903,-99.1160341847,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4099215477,-99.0911618974,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4446440341,-99.19542358,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4132257779,-99.1185397515,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4433389274,-99.19272686,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4461151399,-99.1884019195,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.446075836,-99.1880858578,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4457936104,-99.1858618788,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4500490583,-99.1979047713,Miguel Hidalgo,Habitacional con Comercio en Planta Baja
19.4462766202,-99.1082314776,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4278612245,-99.1022350174,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4470396563,-99.1189903866,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4105714771,-99.1011922707,Venustiano Carranza,Habitacional
19.2895152228,-99.1570289702,Tlalpan,Habitacional
19.2755293198,-99.1772114679,Tlalpan,Habitacional
19.4162507076,-99.1216211272,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2728667344,-99.167083706,Tlalpan,Habitacional
19.2646837232,-99.1691952505,Tlalpan,Habitacional
19.4496283594,-99.1120113242,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.4297538155,-99.0594107945,Venustiano Carranza,Habitacional con Comercio en Planta Baja
19.2946958468,-99.1112364923,Tlalpan,Habitacional
